ISBN,Unnamed: 0,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,Amazon_Rating_Count,URLs,Number of Sub-genres,Genre_URL,Real_ISBN_10,Real_ISBN_13,Google_Thumbnail
9781938938160,0,The Complete Novel of Sherlock Holmes,Arthur Conan Doyle,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹169.00,4.4,19923.0,https://www.amazon.in/Complete-Novels-Sherlock-Holmes/dp/8175994312/ref=zg_bs_g_1318054031_d_sccl_1/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,193893816X,9781938938160,http://books.google.com/books/content?id=1zSnAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780399179006,1,"Black Holes (L) : The Reith Lectures [Paperback] Hawking, Stephen",Stephen Hawking,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹99.00,4.5,7686.0,https://www.amazon.in/Black-Holes-Lectures-Stephen-Hawking/dp/085750357X/ref=zg_bs_g_1318054031_d_sccl_2/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0399179003,9780399179006,http://books.google.com/books/content?id=sj3FDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781408824856,2,The Kite Runner,Khaled Hosseini,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹175.75,4.6,50016.0,https://www.amazon.in/Kite-Runner-Khaled-Hosseini-ebook/dp/B00B0CR0O6/ref=zg_bs_g_1318054031_d_sccl_3/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,140882485X,9781408824856,http://books.google.com/books/content?id=MH48bnzN0LUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781472290694,3,Greenlights: Raucous stories and outlaw wisdom from the Academy Award-winning actor,Matthew McConaughey,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹389.00,4.6,32040.0,https://www.amazon.in/Greenlights-Raucous-stories-Academy-Award-winning/dp/1472280873/ref=zg_bs_g_1318054031_d_sccl_4/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1472290690,9781472290694,http://books.google.com/books/content?id=CsqYzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780008276973,4,"The Science of Storytelling: Why Stories Make Us Human, and How to Tell Them Better",Will Storr,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹348.16,4.5,1707.0,https://www.amazon.in/Science-Storytelling-Will-Storr/dp/0008276978/ref=zg_bs_g_1318054031_d_sccl_5/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0008276978,9780008276973,http://books.google.com/books/content?id=HMsIyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781510054585,5,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹313.95,4.5,15122.0,https://www.amazon.in/Fantastic-Beasts-Where-Find-Them-ebook/dp/B01ETJABRE/ref=zg_bs_g_1318054031_d_sccl_6/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1510054588,9781510054585,http://books.google.com/books/content?id=L_lZMQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781338325591,6,Fantastic Beasts: The Crimes of Grindelwald - The Original Screenplay,J.K. Rowling,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹313.95,4.6,10152.0,https://www.amazon.in/Fantastic-Beasts-Grindelwald-Original-Screenplay-ebook/dp/B07BL2VNNV/ref=zg_bs_g_1318054031_d_sccl_7/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1338325590,9781338325591,http://books.google.com/books/content?id=zfkmtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781615931712,8,Save the Cat!: The Last Book on Screenwriting You'll Ever Need,Blake Snyder,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹850.00,4.5,7060.0,https://www.amazon.in/Save-Cat-Last-Screenwriting-Youll/dp/1932907009/ref=zg_bs_g_1318054031_d_sccl_9/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1615931716,9781615931712,http://books.google.com/books/content?id=WgbknQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780385339032,9,Screenplay,Syd Field,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹644.52,4.5,3216.0,https://www.amazon.in/Screenplay-Foundations-Screenwriting-Syd-Field/dp/0385339038/ref=zg_bs_g_1318054031_d_sccl_10/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0385339038,9780385339032,http://books.google.com/books/content?id=As1vDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781444724585,10,One Day,David Nicholls,"Arts, Film & Photography",Cinema & Broadcast,Audible Audiobook,₹892.00,4.2,10550.0,https://www.amazon.in/One-Day/dp/B079P515NK/ref=zg_bs_g_1318054031_d_sccl_11/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1444724584,9781444724585,http://books.google.com/books/content?id=sBvacQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9789391149758,11,SACH KAHUN TOH: AN AUTOBIOGRAPHY,NEENA GUPTA,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹361.00,4.4,1558.0,https://www.amazon.in/SACH-KAHUN-AUTOBIOGRAPHY-NEENA-GUPTA/dp/0670095273/ref=zg_bs_g_1318054031_d_sccl_12/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,9391149758,9789391149758,http://books.google.com/books/content?id=WCQrEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781647291495,14,Studio Ghibli: The Complete Works,Studio Ghibli,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,"₹2,132.78",4.8,226.0,https://www.amazon.in/Studio-Ghibli-Complete-Works/dp/1647291496/ref=zg_bs_g_1318054031_d_sccl_15/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1647291496,9781647291495,http://books.google.com/books/content?id=QMtwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780060391683,15,"Story: Style, Structure, Substance, and the Principles of Screenwriting",Robert McKee,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,"₹2,612.00",4.7,2653.0,https://www.amazon.in/Story-Structure-Substance-Principles-Screenwriting/dp/0060391685/ref=zg_bs_g_1318054031_d_sccl_16/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0060391685,9780060391683,http://books.google.com/books/content?id=TShO0_ANhZAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781501187636,17,BRUCE LEE,Matthew Polly,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹424.00,4.7,915.0,https://www.amazon.in/Bruce-Lee-Life-Matthew-Polly/dp/1471175723/ref=zg_bs_g_1318054031_d_sccl_18/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1501187635,9781501187636,http://books.google.com/books/content?id=5bGWDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781460710876,18,JOURNEYS IN THE WILD,Sir David Attenborough,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹438.00,4.6,389.0,https://www.amazon.in/JOURNEYS-WILD-Sir-David-Attenborough/dp/1841883115/ref=zg_bs_g_1318054031_d_sccl_19/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1460710878,9781460710876,http://books.google.com/books/content?id=oQ5VDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780144000265,19,Speaking Of Films (The Penguin Ray Library),Satyajit Ray,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹207.00,4.6,311.0,https://www.amazon.in/Speaking-Films-Satyajit-Ray/dp/0144000261/ref=zg_bs_g_1318054031_d_sccl_20/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0144000261,9780144000265,http://books.google.com/books/content?id=vzP6mX3O55QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780143448990,21,"Satyajit Ray Miscellany: On Life, Cinema",Satyajit Ray,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹401.00,4.6,127.0,https://www.amazon.in/Satyajit-Ray-Miscellany-Penguin-Library/dp/0143448994/ref=zg_bs_g_1318054031_d_sccl_22/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0143448994,9780143448990,http://books.google.com/books/content?id=1mg6zwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9788194525974,22,Unscripted: Conversations on Life and Ci: Conversations on Life and Cinema,Abhijat Joshi,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹423.00,4.5,309.0,https://www.amazon.in/Unscripted-Conversations-Vidhu-Vinod-Chopra/dp/0670094587/ref=zg_bs_g_1318054031_d_sccl_23/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,8194525977,9788194525974,http://books.google.com/books/content?id=W9UWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780143433002,24,Conversations with Mani Ratnam (PB),Baradwaj Rangan,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹389.00,4.6,305.0,https://www.amazon.in/Conversations-Mani-Ratnam-Baradwaj-Rangan/dp/0143421107/ref=zg_bs_g_1318054031_d_sccl_25/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0143433008,9780143433002,http://books.google.com/books/content?id=5mxmtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671604295,25,Hitchcock,Francois Truffaut,"Arts, Film & Photography",Cinema & Broadcast,Paperback,"₹1,463.00",4.7,787.0,https://www.amazon.in/Hitchcock-Francois-Truffaut/dp/0571333699/ref=zg_bs_g_1318054031_d_sccl_26/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0671604295,9780671604295,http://books.google.com/books/content?id=NnE_sPb3XBQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780198723097,26,Indian Cinema: A Very Short Introduction (Very Short Introductions),Ashish Rajadhyaksha,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹176.32,4.2,22.0,https://www.amazon.in/Indian-Cinema-Short-Introduction-Introductions-ebook/dp/B01GGF2FKU/ref=zg_bs_g_1318054031_d_sccl_27/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0198723091,9780198723097,http://books.google.com/books/content?id=88mSDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9789354929748,27,Basu Chatterji And Middle-of-the-Road Ci: And Middle-of-the-Road Cinema,Anirudha Bhattacharjee,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹413.00,4.8,22.0,https://www.amazon.in/Basu-Chatterji-Middle-Road-Ci/dp/0670096253/ref=zg_bs_g_1318054031_d_sccl_28/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,9354929745,9789354929748,http://books.google.com/books/content?id=0ibREAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9789354895845,29,This Life at Play: Memoirs,Girish Karnad,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹344.00,4.6,168.0,https://www.amazon.in/This-Life-at-Play-Memoirs/dp/9354895840/ref=zg_bs_g_1318054031_d_sccl_30/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,9354895840,9789354895845,http://books.google.com/books/content?id=m3xAzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780993203008,30,The Supernatural Quiz Book: 500 Questions and Answers on Supernatural: 500 Questions and Answers on Supernatural Season 1,Light Bulb Quizzes,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹404.00,5.0,4.0,https://www.amazon.in/Supernatural-Quiz-Book-Questions-Answers/dp/0993203000/ref=zg_bs_g_1318054031_d_sccl_1/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0993203000,9780993203008,http://books.google.com/books/content?id=ELItjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781506721705,31,Avatar: The Last Airbender The Art of the Animated Series (Second Edition),Michael Dante DiMartino,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,"₹2,148.00",4.9,1615.0,https://www.amazon.in/Avatar-Last-Airbender-Animated-Second/dp/1506721699/ref=zg_bs_g_1318054031_d_sccl_2/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1506721702,9781506721705,http://books.google.com/books/content?id=vS0LEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780140127225,32,On Directing Film,David Mamet,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹608.00,4.4,848.0,https://www.amazon.in/Directing-Film-David-Mamet/dp/0140127224/ref=zg_bs_g_1318054031_d_sccl_3/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0140127224,9780140127225,http://books.google.com/books/content?id=zIFPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780063087774,33,The Magic of MinaLima: Celebrating the Graphic Design Studio Behind the Harry Potter & Fantastic Beasts Films,MinaLima,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,"₹1,709.83",4.8,595.0,https://www.amazon.in/Magic-MinaLima/dp/0008505500/ref=zg_bs_g_1318054031_d_sccl_4/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0063087774,9780063087774,http://books.google.com/books/content?id=DxbpzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780786860708,34,ILLUSION OF LIFE,Frank Thomas,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,"₹4,079.00",4.9,1903.0,https://www.amazon.in/ILLUSION-LIFE-DISNEY-ANIMATION-Editions/dp/0786860707/ref=zg_bs_g_1318054031_d_sccl_5/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0786860707,9780786860708,http://books.google.com/books/content?id=kvVZEQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781477303733,36,The Nutshell Technique: Crack the Secret of Successful Screenwriting,Jill Chamberlain,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹448.35,4.6,593.0,https://www.amazon.in/Nutshell-Technique-Secret-Successful-Screenwriting-ebook/dp/B0170CKMMG/ref=zg_bs_g_1318054031_d_sccl_7/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1477303731,9781477303733,http://books.google.com/books/content?id=2pxBCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9789387669253,38,Madhubala: Her Real Life Story (General Press),Manju Gupta,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹135.00,3.6,400.0,https://www.amazon.in/Madhubala-Her-Real-Life-Story/dp/9380914962/ref=zg_bs_g_1318054031_d_sccl_9/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,9387669254,9789387669253,http://books.google.com/books/content?id=llcStgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9789388070973,39,Jiya Jale: The Stories of Songs,Gulzar (In conversation with Nasreen Munni Kabir),"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹385.00,4.6,289.0,https://www.amazon.in/Gulzar-conversation-Nasreen-Munni-Kabir/dp/938807095X/ref=zg_bs_g_1318054031_d_sccl_10/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,9388070976,9789388070973,http://books.google.com/books/content?id=-ZAJvwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9786067892864,40,Will,Will Smith,"Arts, Film & Photography",Cinema & Broadcast,Audible Audiobook,"₹1,093.00",4.6,22078.0,https://www.amazon.in/Audible-Will/dp/B097N8BQ7W/ref=zg_bs_g_1318054031_d_sccl_11/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,6067892863,9786067892864,http://books.google.com/books/content?id=ofaZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9789357026727,42,The Musical Maverick: The Authorized Biography of Shankar Mahadevan,Ashis Ghatak,"Arts, Film & Photography",Cinema & Broadcast,Hardcover,₹610.00,0.0,0.0,https://www.amazon.in/Musical-Maverick-Authorized-Biography-Mahadevan/dp/935702672X/ref=zg_bs_g_1318054031_d_sccl_13/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,935702672X,9789357026727,http://books.google.com/books/content?id=hsCp0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781802805567,43,"Winter Kisses at Roseford Café: A escapist, romantic festive read from Fay Keenan",Fay Keenan,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹192.04,4.4,1423.0,https://www.amazon.in/Winter-Kisses-at-Roseford-Caf%C3%A9-ebook/dp/B09VB37ZQZ/ref=zg_bs_g_1318054031_d_sccl_14/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1802805567,9781802805567,http://books.google.com/books/content?id=l_R6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781803093178,45,"Bondhu: My Father, My Friend (The India List)",Kunal Sen,"Arts, Film & Photography",Cinema & Broadcast,Paperback,₹346.00,4.4,14.0,https://www.amazon.in/Bondhu-Father-Friend-India-List/dp/180309317X/ref=zg_bs_g_1318054031_d_sccl_16/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,180309317X,9781803093178,http://books.google.com/books/content?id=5Xgo0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9783526528227,46,Batman Begins: The Screenplay: Including Storyboards and Exclusive Interviews,Christopher Nolan,"Arts, Film & Photography",Cinema & Broadcast,Paperback,"₹1,596.00",4.5,46.0,https://www.amazon.in/Batman-Begins-Christopher-Nolan/dp/0571229948/ref=zg_bs_g_1318054031_d_sccl_17/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,3526528225,9783526528227,http://books.google.com/books/content?id=BJqWPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780393351385,47,The Science of Interstellar,Kip Thorne,"Arts, Film & Photography",Cinema & Broadcast,Paperback,"₹1,795.00",4.7,2048.0,https://www.amazon.in/Science-Interstellar-Kip-Thorne/dp/0393351378/ref=zg_bs_g_1318054031_d_sccl_18/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0393351386,9780393351385,http://books.google.com/books/content?id=PbWYBAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781401229894,48,"STORY MAPS: The Dark Knight Trilogy (Batman Begins, The Dark Knight, The Dark Knight Rises)",Daniel Calvisi,"Arts, Film & Photography",Cinema & Broadcast,Kindle Edition,₹81.42,4.2,9.0,https://www.amazon.in/STORY-MAPS-Knight-Trilogy-Batman-ebook/dp/B00GBJBB0C/ref=zg_bs_g_1318054031_d_sccl_19/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1401229891,9781401229894,http://books.google.com/books/content?id=Lkg9nwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781035031580,50,Beyond the Story: 10-Year Record of BTS,BTS and Myeongseok Kang,"Arts, Film & Photography",Music,Hardcover,₹999.00,4.7,5422.0,https://www.amazon.in/Beyond-Story-10-Year-Record-BTS/dp/103503154X/ref=zg_bs_g_1318059031_d_sccl_1/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1035031582,9781035031580,http://books.google.com/books/content?id=QX2-EAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780874776942,51,THE ARTIST'S WAY,Julia Cameron,"Arts, Film & Photography",Music,Paperback,₹519.00,4.5,10871.0,https://www.amazon.in/ARTISTS-WAY-Julia-Cameron/dp/1788164296/ref=zg_bs_g_1318059031_d_sccl_2/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0874776945,9780874776942,http://books.google.com/books/content?id=ltjmwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781524798666,53,Malibu Rising,Taylor Jenkins Reid,"Arts, Film & Photography",Music,Paperback,₹279.00,4.2,70056.0,https://www.amazon.in/Malibu-Rising-SUNDAY-BESTSELLER-TIKTOK/dp/1529157145/ref=zg_bs_g_1318059031_d_sccl_4/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1524798665,9781524798666,http://books.google.com/books/content?id=5bn8DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781495011351,60,John Thompson's Easiest Piano Course - Part 1 - Book Only: Part 1 - Book Only,John Thompson,"Arts, Film & Photography",Music,Paperback,₹585.00,4.5,5471.0,https://www.amazon.in/John-Thompsons-Easiest-Piano-Course/dp/0877180121/ref=zg_bs_g_1318059031_d_sccl_11/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1495011356,9781495011351,http://books.google.com/books/content?id=c6lZCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781472297068,64,"WHEN IN ROME: The charming new rom-com from the author of the TikTok sensation, THE CHEAT SHEET!",Sarah Adams,"Arts, Film & Photography",Music,Paperback,₹435.00,4.2,6960.0,https://www.amazon.in/When-Rome-charming-rom-com-sensation/dp/1472297059/ref=zg_bs_g_1318059031_d_sccl_15/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1472297067,9781472297068,http://books.google.com/books/content?id=V4haEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780857360007,66,"Theory of Music Workbook Grade 1 (2007): Ursula Moray Williams, Gobbolino and the Little Wooden Horse",Trinity College London,"Arts, Film & Photography",Music,Sheet music,₹810.51,4.6,990.0,https://www.amazon.in/Theory-Music-Workbook-Trinity-Guildhall/dp/0857360000/ref=zg_bs_g_1318059031_d_sccl_17/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0857360000,9780857360007,http://books.google.com/books/content?id=jXVGMwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9789390678587,67,Lekin,Edited by Dr. Kumar Vishwas Jon (Jaun Elia),"Arts, Film & Photography",Music,Paperback,₹232.00,4.4,84.0,https://www.amazon.in/Lekin-Edited-Kumar-Vishwas-Jaun/dp/9390678587/ref=zg_bs_g_1318059031_d_sccl_18/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,9390678587,9789390678587,http://books.google.com/books/content?id=RQVNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781457431210,69,Alfred's Basic Piano Library: Prep Course Lesson Book Level B,Willard Palmer,"Arts, Film & Photography",Music,Paperback,₹580.00,4.8,769.0,https://www.amazon.in/Alfreds-Basic-Piano-Library-Course/dp/0882848224/ref=zg_bs_g_1318059031_d_sccl_20/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1457431211,9781457431210,http://books.google.com/books/content?id=se_fwVdo4N0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780593500774,73,THE CHEAT SHEET: TikTok made me buy it! The friends-to-lovers rom-com hit sensation!,Sarah Adams,"Arts, Film & Photography",Music,Paperback,₹413.00,4.2,17341.0,https://www.amazon.in/Cheat-Sheet-friends-lovers-sensation/dp/1472297032/ref=zg_bs_g_1318059031_d_sccl_24/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0593500776,9780593500774,http://books.google.com/books/content?id=a7JYEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780747548409,75,Just Kids,Patti Smith,"Arts, Film & Photography",Music,Paperback,₹760.00,4.5,9371.0,https://www.amazon.in/Just-Kids-Patti-Smith/dp/0060936223/ref=zg_bs_g_1318059031_d_sccl_26/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0747548404,9780747548409,http://books.google.com/books/content?id=NE3UwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9789895648962,76,Daisy Jones and The Six,Taylor Jenkins Reid,"Arts, Film & Photography",Music,Paperback,₹334.00,4.3,82376.0,https://www.amazon.in/Daisy-Jones-Six-most-novel/dp/1787462145/ref=zg_bs_g_1318059031_d_sccl_27/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,9895648960,9789895648962,http://books.google.com/books/content?id=VJZWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781457420641,82,"Alfred's Basic Adult Piano Course Lesson Book, Bk 1",Willard A Palmer,"Arts, Film & Photography",Music,Paperback,"₹1,121.00",4.7,4243.0,https://www.amazon.in/Alfreds-Basic-Adult-Piano-Course/dp/0882846167/ref=zg_bs_g_1318059031_d_sccl_3/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1457420643,9781457420641,http://books.google.com/books/content?id=tTl3AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9781786013453,83,"Discovering Music Theory, The ABRSM Grade 1 Workbook",ABRSM,"Arts, Film & Photography",Music,Sheet music,₹850.00,4.7,1505.0,https://www.amazon.in/Discovering-Music-Theory-Workbook-workbooks/dp/1786013452/ref=zg_bs_g_1318059031_d_sccl_4/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1786013452,9781786013453,http://books.google.com/books/content?id=Ul7GzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9781636406886,84,Sanchita's Bollywood Song Notations - Book 2 (Hindi),Sanchita Pandey,"Arts, Film & Photography",Music,Paperback,₹500.00,4.5,15.0,https://www.amazon.in/Sanchitas-Bollywood-Song-Notations-Hindi/dp/1636406882/ref=zg_bs_g_1318059031_d_sccl_5/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,1636406882,9781636406886,http://books.google.com/books/content?id=mQSMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780857364319,86,"Violin Scales, Arpeggios & Studies Initial-Grade 8 From 2016",Trinity College London,"Arts, Film & Photography",Music,Sheet music,"₹1,484.00",4.7,246.0,https://www.amazon.in/Arpeggios-Studies-Initial-Grade-Trinity-Repertoire/dp/0857364316/ref=zg_bs_g_1318059031_d_sccl_7/000-0000000-0000000?psc=1,11,https://www.amazon.in/gp/bestsellers/books/1318052031,0857364316,9780857364319,http://books.google.com/books/content?id=2Y4WswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
